UID,Title,PublicationDate,PublicationYear
21192311,adherence to hiv therapeutic drug monitoring guidelines in the netherlands,2011 Feb,2011
21192233,effect on transmission of hiv 1 resistance of timing of implementation of viral load monitoring to determine switches from first to second line antiretroviral regimens in resource limited settings,2011 Mar 27,2011
21192231,effect of highly active antiretroviral therapy on biomarkers of b lymphocyte activation and inflammation,2011 Jan 28,2011
21192230,ongoing hiv 1 transmission among men who have sex with men in amsterdam a 25 year prospective cohort study,2011 Feb 20,2011
21192229,role of mannose binding lectin gene polymorphisms in susceptibility to hiv 1 infection in southern brazilian patients,2011 Feb 20,2011
21192196,toxoplasmosis myelopathy and myopathy in an aids patient a case of immune reconstitution inflammatory syndrome,2011 Jan,2011
21192180,pseudoepitheliomatous hyperplasia mimicking vulvar cancer in a patient with aids,2011 Jan,2011
21191869,one love explicit monogamy agreements among heterosexual young adult couples at increased risk of sexually transmitted infections,2012,2012
21191843,natural history of hiv infection in former plasma donors in rural china,2010 Sep,2010
21191673,pathogenesis of hiv in the central nervous system,2011 Mar,2011
21191644,changes in stimulant drug use over time in the macs evidence for resilience against stimulant drug use among men who have sex with men,2012 Jan,2012
21191170,time based interactive visualisation of vital signs,2010,2010
21191118,decision making for hiv prevention and treatment scale up bridging the gap between theory and practice,2012 Jan-Feb,2012
21191020,differential effects of human immunodeficiency virus type 1 vpu on the stability of bst 2 tetherin,2011 Mar,2011
21191009,crystal structure of human antibody 2909 reveals conserved features of quaternary structure specific antibodies that potently neutralize hiv 1,2011 Mar,2011
21191008,origin and evolution of hiv 1 in breast milk determined by single genome amplification and sequencing,2011 Mar,2011
21190883,implications of hepatitis c viremia vs antibody alone on transmission among male injecting drug users in three afghan cities,2011 Mar,2011
21190485,gender differences in hiv drug resistance mutations and virological outcome,2011 Jan,2011
21190405,computer assisted hiv prevention for youth with substance use disorders,2011,2011
21190074,concurrent partnerships acute infection and hiv epidemic dynamics among young adults in zimbabwe,2012 Feb,2012
21190072,hiv seroprevalence among high risk groups in kohgiloyeh and boyerahmad province southwest of iran a behavioral surveillance survey,2012 Jan,2012
21189696,probiotics do they have a role in medicine and dentistry,2010 Aug,2010
21189483,comparison of hiv detection rates using routine opt out provider initiated hiv testing and counseling versus a standard of care approach in a rural african setting,2011 Jan 1,2011
21189379,durable complete remission induced by cetuximab monotherapy in a patient infected with hiv and diagnosed with recurrent squamous cell carcinoma of the head and neck,2011 Mar 20,2011
21189339,interaction potential of etravirine with drug transporters assessed in vitro,2011 Mar,2011
21189273,comparative effectiveness and toxicity of statins among hiv infected patients,2011 Feb 1,2011
21189271,development of cytomegalovirus cmv immune recovery uveitis is associated with th17 cell depletion and poor systemic cmv specific t cell responses,2011 Feb 1,2011
21188947,coroner s jury recommends improved care for hiv positive prisoners,2010 Jun,2010
21188946,ontario court justice dismisses class action suit of persons notified of exposure to tuberculosis,2010 Jun,2010
21188938,msm law in francophone africa and the fight against aids the hypocrisy of certain countries,2010 Jun,2010
21188772,ucla gets 4 6m grant to study hiv among men in jail,2010 Dec,2010
21188771,adding telaprevir improves cure rate in patient with hcv infection,2010 Dec,2010
21188740,emerging trends study finds low awareness level of hiv infection among msm,2010 Nov,2010
21188556,revisiting immune exhaustion during hiv infection,2011 Mar,2011
21188531,patients from abroad becoming patients in everyday practice torture survivors in primary care,2011 Aug,2011
21188512,quality of medical care behavioral risk factors and longevity growth,2011 Mar,2011
21188490,conceptual model of interventions to increase diagnosis of acute hiv infection and reduce forward transmission,2011 Nov,2011
21188364,multistage audiovisual integration of speech dissociating identification and detection,2011 Feb,2011
21187939,high affinity allele for the gene of fcgr3a is risk factor for hiv infection and progression,2010 Dec 20,2010
21187897,hiv 1 envelope subregion length variation during disease progression,2010 Dec 16,2010
21187894,dimeric 2g12 as a potent protection against hiv 1,2010 Dec 16,2010
21187367,buschke l wenstein tumour,2010 Nov,2010
21187364,severe raltegravir associated rhabdomyolysis a case report and review of the literature,2010 Nov,2010
21187361,audit on the management of lymphogranuloma venereum in a sexual health clinic in london uk,2010 Nov,2010
21187360,is screening for pharyngeal chlamydia trachomatis warranted in high risk groups,2010 Nov,2010
