UID,Title,PublicationDate,PublicationYear
29288913,association between neighborhood socioeconomic disadvantage and high risk injection behavior among people who inject drugs,2018 Feb 1,2018
29288878,distributive justice an ethical priority in global palliative care,2018 Apr,2018
29288344,fdc tfh interactions within cervical lymph nodes of siv infected rhesus macaques,2018 Jun,2018
29288284,transit time corrected arterial spin labeling technique aids to overcome delayed transit time effect,2018 Mar,2018
29288177,why don t key populations access hiv testing and counselling centres in nepal findings based on national surveillance survey,2017 Dec 28,2017
29287996,precursor frequency and affinity determine b cell competitive fitness in germinal centers tested with germline targeting hiv vaccine immunogens,2018 Jan 16,2018
29287938,moving the message beyond the methods toward integration of unintended pregnancy and sexually transmitted infection hiv prevention,2018 Mar,2018
29287934,cutaneous infections pathologist s role in unusual or atypical situations,2018 Feb,2018
29287920,microbiological diagnosis of infections caused by the genus mycobacterium,2018 Feb,2018
29287239,association between virus exposure and depression in us adults,2018 Mar,2018
29287029,retention in hiv care during pregnancy and the postpartum period in the option b era systematic review and meta analysis of studies in africa,2018 Apr 15,2018
29286489,detection and removal of nuclease contamination during purification of recombinant prototype foamy virus integrase,2017 Dec 8,2017
29286354,is pre exposure prophylaxis effective for preventing hiv infection in men who have sex with men,2017 Dec 27,2017
29286218,seroepidemiological study of hepatitis b c and hiv among blood donors in kerman,2017 Dec 29,2017
29286179,localized cyclical variations in immunoproteins in the female genital tract and the implications on the design and assessment of mucosal infection and therapies,2018 Feb,2018
29286013,outbreak of severe hepatitis a in eastern piedmont italy,2017 Dec 1,2017
29286012,hepatitis a b c and hiv seroprevalence among syrian refugee children admitted to outpatient clinics,2017 Dec 1,2017
29285972,incidence patterns and risk factors for injuries among ugandan children,2018 Jun,2018
29285948,translation of combination nanodrugs into nanomedicines lessons learned and future outlook,2018 Jun-Jul,2018
29285883,associations between friendship characteristics and hiv and hsv 2 status amongst young south african women in hptn 068,2017 Dec,2017
29285785,associations between health literacy hiv related knowledge and information behavior among persons living with hiv in the dominican republic,2018 May,2018
29284971,assessment of total antioxidant capacity and antimicrobial activity of glycyrrhiza glabra in saliva of hiv infected patients,2017 Nov,2017
29284807,clinical study of opioid substitution therapy in a tertiary care center of eastern india,2017 Nov-Dec,2017
29284718,cohort profile study of transition outcomes and gender strong to assess health status of transgender people,2017 Dec 27,2017
29284716,burden of early term birth on adverse infant outcomes a population based cohort study in brazil,2017 Dec 27,2017
29284696,re evaluating the possible increased risk of hiv acquisition with progestin only injectables versus maternal mortality and life expectancy in africa a decision analysis,2017 Dec 28,2017
29284687,standardised method for interpreting the association between mutations and phenotypic drug resistance in mycobacterium tuberculosis,2017 Dec,2017
29284421,improved performance of xpert mtb rif assay on sputum sediment samples obtained from presumptive pulmonary tuberculosis cases at kibong oto infectious diseases hospital in tanzania,2017 Dec 29,2017
29284374,safer sex practices among newly diagnosed hiv positive men who have sex with men in china results from an ethnographic study,2017 Dec,2017
29284284,intimate ties of people living with hiv in france resulted both from social status and the experience of being hiv infected results from the anrs vespa2 study france,2018 Jul,2018
29284281,implementation of a nutrition assessment counseling and support program and its association with body mass index among people living with hiv in accra ghana,2018 May,2018
29284036,effect of innate antiviral glycoproteins in breast milk on seroconversion to rotavirus vaccine rotarix in children in lusaka zambia,2017,2017
29284009,hiv 1 envelope sequence based diversity measures for identifying recent infections,2017,2017
29283955,effects of reaching national goals on hiv incidence by race and ethnicity in the united states,2018 Jul/Aug,2018
29283878,occupational cns aspergillosis in an immunocompetent individual a diagnostic challange,2018,2018
29283390,genotypic and phylogenetic insights on prevention of the spread of hiv 1 and drug resistance in real world settings,2017 Dec 28,2017
29283386,abrogation of phosphorylation plays a relevant role in the ccr5 signalosome formation with natural antibodies to ccr5,2017 Dec 28,2017
29283277,understanding hiv transmission and illness stigma a relationship revisited in rural rwanda,2017 Dec,2017
29283276,engaged for change a community engaged process for developing interventions to reduce health disparities,2017 Dec,2017
29283274,using an innovative telehealth model to support community providers who deliver perinatal hiv care,2017 Dec,2017
29283273,hiv risk behaviors of men who perpetrate intimate partner violence in rakai uganda,2017 Dec,2017
29283272,oh i m not alone experiences of hiv positive men who have sex with men in a health navigation program to promote timely linkage to care in guatemala city,2017 Dec,2017
29283154,idiopathic intracranial hypertension associated with anaemia secondary to antiretroviral drug in a human immunodeficiency virus positive patient,2018 Jan,2018
29283125,factors affecting the serological testing of cadaveric donor cornea,2018 Jan,2018
29282419,reproductive health services utilization and associated factors among adolescents in anchar district east ethiopia,2017 Jun,2017
29282155,choreoathetosis an unusual adverse effect of dihydroartemisinin piperaquine a case report,2017 Dec 28,2017
29282143,azithromycin versus placebo for the treatment of hiv associated chronic lung disease in children and adolescents breathe trial study protocol for a randomised controlled trial,2017 Dec 28,2017
29282036,circulating microrna s as a diagnostic tool for hepatocellular carcinoma in a hyper endemic hiv setting kwazulu natal south africa a case control study protocol focusing on viral etiology,2017 Dec 28,2017
29282005,diagnosing tuberculosis in hospitalized hiv infected individuals who cannot produce sputum is urine lipoarabinomannan testing the answer,2017 Dec 28,2017
29281969,functional expression of ccl8 and its interaction with chemokine receptor ccr3,2017 Dec 28,2017
29281932,ethically providing routine hiv testing services to bereaved populations,2019 Feb,2019
29281818,vaccine induction of heterologous tier 2 hiv 1 neutralizing antibodies in animal models,2017 Dec 26,2017
29281723,human immunodeficiency virus type 1 hiv 1 evades antibody dependent phagocytosis,2017 Dec,2017
29281718,burden of hepatitis b virus hbv infection genotypes and drug resistance mutations in human immunodeficiency virus positive patients in northwest ethiopia,2017,2017
29281688,home based pre exposure prophylaxis prep services for gay and bisexual men an opportunity to address barriers to prep uptake and persistence,2017,2017
29281681,depression and alcohol use disorder at antiretroviral therapy initiation led to disengagement from care in south africa,2017,2017
29281636,healthcare provider perspectives on managing sexually transmitted infections in hiv care settings in kenya a qualitative thematic analysis,2017 Dec,2017
29281632,vaginal microbiome and sexually transmitted infections are interlinked consequences for treatment and prevention,2017 Dec,2017
29281628,internet accessed sexually transmitted infection e sti testing and results service a randomised single blind controlled trial,2017 Dec,2017
29281620,dual strain genital herpes simplex virus type 2 hsv 2 infection in the us peru and 8 countries in sub saharan africa a nested cross sectional viral genotyping study,2017 Dec,2017
29281593,role of patient provider communication in engagement and re engagement in hiv treatment in bamako mali a qualitative study,2018,2018
29281161,patient decision aid for risk reducing surgery in premenopausal brca1 2 mutation carriers development process and pilot testing,2018 Jun,2018
29281040,effectiveness of pharmaceutical smoking cessation aids in a nationally representative cohort of american smokers,2018 Jun 1,2018
29281038,smoking cessation pharmacotherapy even without counseling remains a cornerstone of treatment,2018 Jun 1,2018
29280961,rna interference therapies for an hiv 1 functional cure,2017 Dec 27,2017
29280948,enantiomeric effect of d amino acid substitution on the mechanism of action of helical membrane active peptides,2017 Dec 27,2017
29280797,missed opportunity in hiv prevention,2018 Jan,2018
29280783,isoniazid for the prevention of tuberculosis in hiv infected children a systematic review and meta analysis,2018 Aug,2018
29280769,brief report disclosure consent opportunity costs and inaccurate risk assessment deter pediatric hiv testing a mixed methods study,2018 Apr 1,2018
29280768,hiv pre exposure prophylaxis prescribing through telehealth,2018 Apr 15,2018
29280762,brentuximab vedotin with avd shows safety in the absence of strong cyp3a4 inhibitors in newly diagnosed hiv associated hodgkin lymphoma,2018 Mar 13,2018
29280760,hiv 1 tat protein affects human cd4 t cell programing and activation and favors the differentiation of na ve cd4 t cells,2018 Mar 13,2018
29280759,phylogenetic analysis as a forensic tool in hiv transmission investigations,2018 Mar 13,2018
29280758,changes in insulin sensitivity over time and associated factors in hiv infected adolescents,2018 Mar 13,2018
29280757,kir3dl1 alleles and their epistatic interactions with human leukocyte antigen class i influence resistance and susceptibility to hiv 1 acquisition in the pumwani sex worker cohort,2018 Apr 24,2018
29280425,characterization of invasive salmonella serogroup c1 infections in mali,2018 Feb,2018
29280055,sirtuin 1 chromatin binding dynamics points to a common mechanism regulating inflammatory targets in siv infection and in the aging brain,2018 Jun,2018
29280027,gay and bisexual adolescent boys perspectives on parent adolescent relationships and parenting practices related to teen sex and dating,2018 Aug,2018
29279854,victimization and human immunodeficiency virus related risk among transgender women in india a latent profile analysis,2017 Dec 1,2017
