UID,Title,PublicationDate,PublicationYear
29376922,severe dermatophytosis and acquired or innate immunodeficiency a review,2015 Dec 31,2015
26717411,hiv 1 drug resistance mutations potential applications for point of care genotypic resistance testing,2015,2015
26717405,assessment of oral fluid hiv test performance in an hiv pre exposure prophylaxis trial in bangkok thailand,2015,2015
26717007,impact and cost effectiveness of a four month regimen for first line treatment of active tuberculosis in south africa,2015,2015
26716982,mortality causes of death and associated factors relate to a large hiv population based cohort,2015,2015
26716686,major challenges in clinical management of tb hiv coinfected patients in eastern europe compared with western europe and latin america,2015,2015
26716442,investigating voluntary medical male circumcision program efficiency gains through subpopulation prioritization insights from application to zambia,2015,2015
26716173,you say whore like it s a bad thing how stigma fuels the hiv epidemic,2015 Summer,2015
26716164,south african surgical outcomes study a 7 day prospective observational cohort study,2015 Jun,2015
26716156,bedside system for clinical grading of parotid gland enlargement,2015 Jun,2015
26716103,cerebrospinal fluid culture positivity and clinical outcomes after amphotericin based induction therapy for cryptococcal meningitis,2015 Dec,2015
26716100,birth outcome in hiv vertically exposed children in two romanian centers,2015 Dec,2015
26716082,role of decision aids in orthopaedic surgery,2015 Dec 18,2015
26715956,supra treatment threshold neonatal jaundice incidence in hiv exposed compared to non exposed neonates at queen elizabeth central hospital in blantyre malawi,2015 Sep,2015
26715954,pilot study to determine the normal haematological indices for young malawian adults in blantyre malawi,2015 Sep,2015
26715861,hiv 1 subtype characteristics of infected persons living in southwestern greece,2015,2015
26715490,pattern determinants and impact of hiv spending on care and treatment in 38 high burden low and middle income countries,2016 Mar-Apr,2016
26715219,tuberculosis knowledge awareness and stigma among african americans in three southeastern counties in the usa a qualitative study of community perspectives,2017 Feb,2017
26715204,challenges with routine data sources for pmtct programme monitoring in east africa insights from tanzania,2015,2015
26714725,evaluating the role of viral proteins in hiv mediated neurotoxicity using primary human neuronal cultures,2016,2016
26714724,measuring the uptake and transactivation function of hiv 1 tat protein in a trans cellular cocultivation setup,2016,2016
26714723,protocol for detection of hiv tat protein in cerebrospinal fluid by a sandwich enzyme linked immunosorbent assay,2016,2016
26714721,proteomic characterization of exosomes from hiv 1 infected cells,2016,2016
26714719,analysis of abca1 and cholesterol efflux in hiv infected cells,2016,2016
26714718,improved methods to detect low levels of hiv using antibody based technologies,2016,2016
26714715,high throughput humanized mouse models for evaluation of hiv 1 therapeutics and pathogenesis,2016,2016
26714714,modeling hiv 1 mucosal transmission and prevention in humanized mice,2016,2016
26714712,methods to study determinants for membrane targeting of hiv 1 gag in vitro,2016,2016
26714706,rapid determination of hiv 1 mutant frequencies and mutation spectra using an mcherry egfp dual reporter viral vector,2016,2016
26714705,hiv 1 reverse transcriptase based assay to determine cellular dntp concentrations,2016,2016
26714704,detection and tracking of dual labeled hiv particles using wide field live cell imaging to follow viral core integrity,2016,2016
26714703,hiv 1 capsid stabilization assay,2016,2016
26714702,measuring t cell to t cell hiv 1 transfer viral fusion and infection using flow cytometry,2016,2016
26714701,quantifying cd4 ccr5 usage efficiency of hiv 1 env using the affinofile system,2016,2016
26714684,development and open pilot trial of an hiv prevention intervention integrating mobile phone technology for male sex workers in chennai india,2017 May,2017
26714553,quantitative analysis on literature related to hot topics bed ceia to test hiv 1 recent infection,2015 Aug,2015
26714544,co infection of hepatitis c virus among newly diagnosed hiv infected adults in taizhou prefecture of zhejiang province china,2015 Aug,2015
26714543,incidence rate of hiv transmission in hiv discordant couples in zhejiang province 2009 2013,2015 Aug,2015
26714538,effects of psychological counseling intervention on increasing methadone dosage and reducing heroin use among patients receiving methadone maintenance treatment,2015 Aug,2015
26714537,prevalence of hiv and hcv infections in patients receiving methadone maintenance treatment in kaiyuan yunnan,2015 Aug,2015
26714536,study of mycoplasma pirum infection and related factors among male hiv aids patients,2015 Aug,2015
26714535,relationship between sexual sensation seeking and risk sexual behaviors among young men who have sex with men,2015 Aug,2015
26714444,influence of the number of daily pills and doses on adherence to antiretroviral treatment a 7 year study,2016 Feb,2016
26714339,how do i pay for prep,2015 Summer,2015
26714338,making good on the promise of prep,2015 Summer,2015
26714337,look what the stork delivered,2015 Summer,2015
26714336,true tales of sex love and peace of mind,2015 Summer,2015
26714335,doctor no,2015 Summer,2015
26714334,prep research yesterday today and tomorrow,2015 Summer,2015
26714333,moving forward with prep the basics of prep,2015 Summer,2015
26714188,cost effectiveness of dolutegravir in hiv 1 treatment experienced te patients in france,2015,2015
26714012,durability and effectiveness of maraviroc containing regimens in hiv 1 infected individuals with virological failure in routine clinical practice,2015,2015
26713873,direct observation do for drug resistant tuberculosis do we really do,2015,2015
26713628,natural course of chlamydia trachomatis bacterial load in the time interval between screening and treatment in anogenital samples,2015,2015
26713503,2015 update of the drug resistance mutations in hiv 1,2015 Oct-Nov,2015
26713502,choosing initial antiretroviral therapy current recommendations for initial therapy and newer or investigational agents,2015 Oct-Nov,2015
26713368,death in the digital age a systematic review of information and communication technologies in end of life care,2016 Apr,2016
26712960,racial differences in tobacco cessation and treatment usage after lung screening an examination of the national lung screening trial,2016 Jan,2016
26712907,dolutegravir based monotherapy or dual therapy maintains a high proportion of viral suppression even in highly experienced hiv 1 infected patients,2016 Apr,2016
26712906,simulation of the impact of rifampicin on once daily darunavir ritonavir pharmacokinetics and dose adjustment strategies a population pharmacokinetic approach,2016 Apr,2016
26712880,frequency of pancreatic hyperamylasemia in human immunodeficiency virus positive patients in the highly active antiretroviral therapy era,2016 Jan,2016
