UID,Title,PublicationDate,PublicationYear
39626229,consistent and correct use of condoms with lubricants and associated factors among men who have sex with men from the ghana men s study ii protocol for a mixed methods study,2024 Dec 3,2024
39626224,psychedelic art and implications for mental health randomized pilot study,2024 Dec 3,2024
39625969,predictors of maternal hiv acquisition during pregnancy and lactation in sub saharan africa a systematic review and narrative synthesis,2024,2024
39625898,visual decision aids to support communication and shared decision making how are they valued and used in practice,2024,2024
39625773,feasibility of emergency department initiated hiv pre exposure prophylaxis,2024 Nov,2024
39625722,fostamatinib for hospitalized adults with covid 19 and hypoxemia a randomized clinical trial,2024 Dec 2,2024
39625685,mobile wellness in the workplace addressing the global men s healthcare gap from a world health organization framework perspective,2024 Dec 3,2024
39625560,correction severity and number of substances used are independently associated with antiretroviral therapy adherence over time among people with hiv in the current treatment era,2024 Dec 3,2024
39625476,preferences and acceptability of testing for sexually transmitted infections in an hiv pre exposure prophylaxis clinic in hanoi vietnam,2024 Dec 3,2024
39625274,adolescent reproductive health care services knowledge perspectives and challenges among service providers in makurdi benue state nigeria,2024 Oct 31,2024
39625176,how does shame relate to clinical and psychosocial outcomes in knee osteoarthritis,2024 Dec 3,2024
39625092,empowering a limpopo rural community to integrate ubuntu in caring for plwhiv aids or tb,2024 Dec 3,2024
39624951,prostate cancer in people with hiv,2024 Nov 29,2024
39624762,multilocular subcutaneous bacillary angiomatosis as a primary manifestation of aids,2024 Dec,2024
39624563,buschke l wenstein tumor blt successful treatment of human papillomavirus hpv associated squamous cell carcinoma with radical surgery and chemotherapy,2024 Nov,2024
39624519,cardiac tamponade due to diffuse large b cell lymphoma plasmablastic lymphoma in an immunocompetent patient,2024 Nov,2024
39624307,development and characterization of high affinity aptamers for hiv protease detection,2024 Nov 30,2024
39623550,effectiveness of switching to bictegravir emtricitabine tenofovir alafenamide in virologically suppressed people with hiv with historical drug resistance mutations,2024 Nov 20,2024
39623477,community based psychosocial support interventions to reduce stigma and improve mental health of people with infectious diseases a scoping review,2024 Dec 3,2024
39623353,barriers and facilitators of a large clinical trial on prevention of hiv transmission through breastfeeding in lusaka zambia a qualitative study,2024 Dec 2,2024
39623349,analysis of plwh switching to medical insurance art a cross sectional study in six chinese provinces,2024 Dec 2,2024
39623307,navigating the covid 19 risk environment overdose prevention and self care practices of people who use illicit opioids in new york city,2024 Dec 2,2024
39623214,factorial invariance of the everyday discrimination scale among african caribbean black and other racialized women living with and without hiv in british columbia canada,2024 Dec 2,2024
39623137,in vivo hiv 1 nuclear condensates safeguard against cgas and license reverse transcription,2024 Dec 2,2024
39622992,cytokine profiles as predictors of hiv incidence using machine learning survival models and statistical interpretable techniques,2024 Dec 2,2024
39622954,relationship between blasting operation and slope stability a case study at borneo indo bara open pit coal mine,2024 Dec 2,2024
39622937,screening for cryptococcal antigenemia and meningeal cryptococcosis genetic characterization of cryptococcus neoformans in asymptomatic patients with advanced hiv disease in kinshasa democratic republic of congo,2024 Dec 2,2024
39622710,psychometric properties of measuring antiretroviral therapy adherence among young latino sexual minority men with hiv ecological momentary assessment and electronic pill dispenser study,2024 Nov 21,2024
39622606,review of encephalocraniocutaneous lipomatosis,2024 Dec,2024
39622601,early management of adult sepsis and septic shock korean clinical practice guidelines,2024 Nov,2024
39622563,defining within host sars cov 2 rna viral load kinetics during acute covid 19 infection within different respiratory compartments and their respective associations with host infectiousness a protocol for a systematic review and meta analysis,2024 Dec 2,2024
39622542,food insecurity is associated with greater difficulty accessing care among people living with hiv with or without comorbid non communicable diseases in western kenya,2024 Dec 2,2024
39622521,examining provider attitudes and barriers toward prescribing prep within primary care settings in alabama,2024 Dec,2024
39622238,methods of voice restoration following laryngectomy,2024 Dec,2024
39622097,anal cancer prevention a field in need of scientific advancement,2024 Nov 29,2024
39622088,global trends in the application of droplet digital pcr technology in the field of infectious disease pathogen diagnosis a bibliometric analysis from 2012 to 2023,2024 Nov 26,2024
39621719,investigating experiences of stigma and its impact on substance use recovery among residents of recovery residences in the united states a scoping review protocol bsgh 020,2024,2024
39621654,randomized controlled trial of a pilot prep linkage intervention for individuals leaving incarceration in a southern state design and baseline characteristics,2024,2024
39621619,qualitative description of hiv testing and healthcare experiences among trans women in ghanaian urban slums bsgh 012,2024,2024
39621594,principles of the orthogeriatric model of care a primer,2024 Nov 4,2024
39621530,economic evaluation of delivering an evidence based online hiv prevention program to msm via direct to consumer marketing versus community based organization recruitment,2024 Dec 2,2024
39621456,comparison of igg serum antibodies electronic health records and self report in estimating past infection with chlamydia trachomatis in a cohort of men who have sex with men,2024 Dec,2024
39621327,elective surgery for people with hiv with low cd4 cell count,2024 Dec 2,2024
39621015,psychosocial factors account for a proportion of the difference in cognitive performance between persons with and without hiv,2024 Dec 2,2024
39620898,development and validation of a portable device for lab free versatile nucleic acid extraction,2024 Dec 2,2024
39620116,secondary use of routinely collected administrative health data for epidemiologic research answering research questions using data collected for a different purpose,2024,2024
39620059,hiv 1 infection trends in lower silesia 2010 2020 a comparative analysis of women and men and the urgent need for enhanced screening,2024,2024
39619915,oncoming revolution in the next generation of cohort studies,2024 Nov,2024
39619761,kefir probiotic products on the count of candida albicans in saliva of chemotherapy patients a randomized placebo controlled single blind study,2025 Winter,2025
39619619,sex differences in the prevalence of geriatric syndromes among older people living with hiv attending an urban outpatient clinic in kampala uganda,2024,2024
39619366,evaluation of cardiovascular risk profile and risk scores of antiretroviral therapy na ve hiv patients in eastern india,2024 Jul-Sep,2024
39619334,syndemic conditions associated with hazardous alcohol consumption among sexual minority men in san francisco,2024 Dec,2024
39619169,latest update on the use of recombinant growth factors for periodontal regeneration existing evidence and clinical applications,2024,2024
39619123,exploring relationships between dating app use and sexual activity among young adult college students,2024,2024
39619060,bilateral stress fractures of amputated tibial stumps in the setting of chronic compartment syndrome,2024,2024
39618831,integrated care costs of hiv and non communicable diseases in south africa,2024 Dec,2024
39618771,investigating cesarean section trends a study using the modified robson classification in a tertiary care setting,2024 Nov,2024
39618694,riddle of recurrent fever a clinical approach to pediatric autoinflammatory diseases,2024,2024
39618686,non contrast mri sequences for ischemic stroke a concise overview for clinical radiologists,2024,2024
39618681,secondary syphilis in the spotlight atypical cutaneous manifestation overshadowing kaposi sarcoma in a newly diagnosed hiv patient,2024 Oct,2024
39618678,cetuximab induced pneumonitis an overlooked complication,2024 Oct,2024
39618545,self efficacy mediates the relationship between sexual education and prevention of sexually transmitted diseases awareness among secondary school students in padang city indonesia,2025,2025
39618540,minimal change disease in people living with hiv a case report and review of the literature,2025,2025
39618538,effectiveness of herbal and conventional management interventions of hepatitis b virus,2025,2025
39618376,children with stroke an investigation of their home environment,2024 Nov 29,2024
39618291,predictors for choosing doravirine based versus insti based regimen in art na ve and art experienced people with hiv in real world setting data from the icona cohort,2024 Dec 2,2024
39618186,training social network central fishermen in western kenya to distribute hiv self test kits and health facility referral vouchers,2024 Dec 1,2024
39618081,evaluation of community based mental health services in the framework of swot analysis from the perspective of health providers and service recipients a case study,2025 Feb,2025
39617640,bioinformatics and experimental insights into mir 182 hsa circ 0070269 and circ 102 166 as therapeutic targets for hcv associated hcc,2024 Dec,2024
39617373,techniques of graft harvesting for coronary revascularization,2024 Sep,2024
39617056,simple endoglycosidase assisted peptide mapping workflow for characterizing non consensus n glycosylation in therapeutic monoclonal antibodies,2024 Nov 29,2024
39617028,urgent call to address the intersection of mpox and hiv in africa,2024 Nov 28,2024
39616791,violence as an obstacle to hiv medication adherence and viral suppression a daily diary investigation among adolescent boys,2024 Nov 22,2024
39616673,impact of nutrient density diet with emulsifier supplementation on apparent total tract digestibility and ileal amino acid digestibility in broilers,2024 Nov 26,2024
