UID,Title,PublicationDate,PublicationYear
14699467,etiology of clinical proctitis among men who have sex with men,2004 Jan 15,2004
14699460,improvement in lipoatrophy associated with highly active antiretroviral therapy in human immunodeficiency virus infected patients switched from stavudine to abacavir or zidovudine the results of the tarheel study,2004 Jan 15,2004
14699451,identification of risk factors for extrapulmonary tuberculosis,2004 Jan 15,2004
14699403,how resting t cells demurr hiv infection,2004 Jan,2004
14699390,development of kaposi s sarcoma in an aids patient after treatment with topical tacrolimus,2004 Jan,2004
14698125,can famine relief meet health and hunger goals simultaneously,2003 Dec,2003
14697813,viral hepatitis b,2003 Dec 20,2003
14697812,global health improvement and who shaping the future,2003 Dec 20,2003
14697808,whole blood versus plasma spots for measurement of hiv 1 viral load in hiv infected african patients,2003 Dec 20,2003
14697803,long term effects of protease inhibitor based combination therapy on cd4 t cell recovery in hiv 1 infected children and adolescents,2003 Dec 20,2003
14697788,novel and facile preparation of bremazocine enantiomers through optically pure n norbremazocines,2004 Jan 2,2004
14697763,dna cytosine deaminases from antibody maturation to antiviral defense,2004 Jan 5,2004
14697751,in vivo modulation of leukocyte trafficking receptor following therapeutic purging of myeloid cells implications for treatment of hiv infection and other immune disorders,2003 Dec,2003
14697749,immunophenotyping of blood lymphocytes at birth during childhood and during adulthood in hiv 1 uninfected ethiopians,2003 Dec,2003
14696580,true or false the hiv knowledge test,2003 Nov-Dec,2003
14696574,sublime versus simple side effect stories or forget the adiponectin just stop smoking 5th international workshop on adverse drug reactions and lipodystrophy in hiv july 8 11 2003 paris,2003 Oct,2003
14696570,interfering with rna kill the messenger,2003 Oct,2003
14696564,treatment of chronic hepatitis b in the hiv infected patient,2003 Jul,2003
14696551,intervention could halt india s rise to the top of new hiv cases,2003 Nov 21,2003
14696550,new aids initiative responds to looming crisis in asia,2003 Nov 21,2003
14696544,web site promotes gay hiv risk awareness,2003 Nov 21,2003
14696543,church becomes leader in mobilizing others,2003 Dec,2003
14696538,how a nashville church became prevention leader faith ministry reaches out to msm prostitutes,2003 Dec,2003
14696537,state works with colleges on testing and prevention state officials say more funding is needed,2003 Dec,2003
14696536,multicampus outbreak of hiv in north carolina spurs quick state action prevention testing program targets black colleges,2003 Dec,2003
14696132,efficacy of ritonavir in the prevention of aids related kaposi s sarcoma,2004 Feb 10,2004
14696087,clinical significance of combination study of apoptotic factors and proliferating cell nuclear antigen in estimating the prognosis of hepatocellular carcinoma,2004 Jan,2004
14695962,high prevalence of sexually transmitted diseases in young women seeking hiv testing in rio de janeiro brazil,2004 Jan,2004
14695958,are counselor demographics associated with successful human immunodeficiency virus sexually transmitted disease prevention counseling,2004 Jan,2004
14695954,syphilis outbreak among hispanic immigrants in decatur alabama association with commercial sex,2004 Jan,2004
14695951,prevalence of psychiatric disorders in sexually transmitted disease clinic patients and their association with sexually transmitted disease risk,2004 Jan,2004
14695950,funny thing happened on the way to fhi,2004 Jan,2004
14695678,prevalence of human t cell leukemia virus types i and ii in switzerland,2004 Feb,2004
14695666,quantitation of cytomegalovirus dna in cerebrospinal fluid and serum specimens from aids patients using a novel highly sensitive nested competitive pcr and the cobas amplicor cmv monitor,2004 Feb,2004
14694991,nucleoside reverse transcriptase inhibitor usage and the incidence of peripheral neuropathy in hiv aids patients,2003 Sep,2003
14694961,reversible cardiomyopathy subsequent to perinatal infection with the human immunodeficiency virus,2003 Aug,2003
14694731,aids in pregnant women potential to reduce vertical transmission,2003 May-Jun,2003
14694281,new concepts in lacunar stroke etiology the constellation of small vessel arterial disease,2004,2004
14694195,thymic selection can compensate for mutations affecting t cell activation and generate a normal t cell repertoire in mutant mice,2004 Jan 6,2004
14694135,regulation of human immunodeficiency virus type 1 env mediated membrane fusion by viral protease activity,2004 Jan,2004
14694128,continued production of drug sensitive human immunodeficiency virus type 1 in children on combination antiretroviral therapy who have undetectable viral loads,2004 Jan,2004
14694123,small molecule inhibition of human immunodeficiency virus type 1 replication by specific targeting of the final step of virion maturation,2004 Jan,2004
14694122,pegylation of a vesicular stomatitis virus g pseudotyped lentivirus vector prevents inactivation in serum,2004 Jan,2004
14694116,gamma interferon mediated inflammation is associated with lack of protection from intravaginal simian immunodeficiency virus sivmac239 challenge in simian human immunodeficiency virus 89 6 immunized rhesus macaques,2004 Jan,2004
14694104,late domain dependent inhibition of equine infectious anemia virus budding,2004 Jan,2004
14694097,simian virus 40 based replication of catalytically inactive human immunodeficiency virus type 1 integrase mutants in nonpermissive t cells and monocyte derived macrophages,2004 Jan,2004
14694094,persistent recognition of autologous virus by high avidity cd8 t cells in chronic progressive human immunodeficiency virus type 1 infection,2004 Jan,2004
14694092,competitive fitness of nevirapine resistant human immunodeficiency virus type 1 mutants,2004 Jan,2004
14694087,impacts of epitope expression kinetics and class i downregulation on the antiviral activity of human immunodeficiency virus type 1 specific cytotoxic t lymphocytes,2004 Jan,2004
14693901,evaluation of the thinkfirst canada smart hockey brain and spinal cord injury prevention video,2003 Dec,2003
14693562,in vitro evaluation of nonnucleoside reverse transcriptase inhibitors uc 781 and tmc120 r147681 as human immunodeficiency virus microbicides,2004 Jan,2004
14693537,equivalent steady state pharmacokinetics of lamivudine in plasma and lamivudine triphosphate within cells following administration of lamivudine at 300 milligrams once daily and 150 milligrams twice daily,2004 Jan,2004
14693529,single dose and steady state pharmacokinetics of tenofovir disoproxil fumarate in human immunodeficiency virus infected children,2004 Jan,2004
14693528,six week randomized controlled trial to compare the tolerabilities pharmacokinetics and antiviral activities of gw433908 and amprenavir in human immunodeficiency virus type 1 infected patients,2004 Jan,2004
14693526,sensitive enzyme immunoassay for measuring plasma and intracellular nevirapine levels in human immunodeficiency virus infected patients,2004 Jan,2004
14693483,human immunodeficiency virus type 1 hiv 1 derived vectors safety considerations and controversy over therapeutic applications,2003 Sep-Oct,2003
14693480,intracranial tuberculoma in africa with no available neuroimaging case report and review of the literature,2003 Jul-Sep,2003
14693476,characteristics of the patients seen in 1999 by referral centres for sexually transmitted diseases in cear northeast brazil,2003 Jul-Sep,2003
14693474,penicillium marneffei infection and aids a review of 12 cases reported in the tropical diseases centre ho chi minh city vietnam,2003 Jul-Sep,2003
14693038,improved microtiter assay for evaluating anti hiv 1 neutralizing antibodies from sera or plasma,2003 Dec 23,2003
14692968,clinical evaluation of an hiv 1 and hcv assay and demonstration of significant reduction of the hcv detection window before seroconversion,2004 Jan,2004
14692575,leave no one behind improving health and risk communication through attention to literacy,2003,2003
14692541,progressive multifocal leukoencephalopathy complicating waldenstr m s macroglobulinaemia,2003 Oct,2003
14692539,hiv and hhv 8 negative primary effusion lymphoma in a patient with hepatitis c virus related liver cirrhosis,2003 Oct,2003
14692281,knowledge and practice of adolescents in the prevention of sexually transmitted diseases,2003 Mar-Apr,2003
14692053,cd4 t lymphocyte counts in patients with human immunodeficiency virus type 1 hiv 1 and healthy population in jos nigeria,2003 Sep,2003
14691297,induction of intercellular adhesion molecule 1 on human brain endothelial cells by hiv 1 gp120 role of cd4 and chemokine coreceptors,2003 Dec,2003
14690891,communication from a human rights perspective responding to the hiv aids pandemic in eastern and southern africa a working paper for use in hiv and aids programmes,2003 Nov-Dec,2003
14690887,to think or not to think two pathways towards persuasion by short films on aids prevention,2003 Nov-Dec,2003
14690063,spectrum of safety a review of the safety of current hemophilia products,2003 Jul,2003
14689899,advances in epidemiology diagnosis and treatment of genital herpes,2003 Nov,2003
14689787,the epidemic situation in the russian federation and measures for its stabilization,2003,2003
14689754,gene therapy for human immunodeficiency virus infection in the humanized scid mouse model,2003 Dec,2003
14689356,oxidant stress is increased during treatment of human immunodeficiency virus infection,2003 Dec 15,2003
14689354,acute human immunodeficiency virus infection in patients presenting to an urban urgent care center,2003 Dec 15,2003
14689353,progressive reversion of human immunodeficiency virus type 1 resistance mutations in vivo after transmission of a multiply drug resistant virus,2003 Dec 15,2003
14689352,effectiveness of isoniazid treatment for latent tuberculosis infection among human immunodeficiency virus hiv infected and hiv uninfected injection drug users in methadone programs,2003 Dec 15,2003
14689317,mycobacterium avium brain abscess at the initiation of highly active antiretroviral therapy,2004 Feb,2004
14689277,fucosylated lactosamines participate in adhesion of hiv 1 envelope glycoprotein to dendritic cells,2004 Jan,2004
14689202,highly active antiretroviral therapy of hiv patients art cohort collaboration,2003 Dec,2003
14689053,prevalence of antibodies to human herpesvirus 8 in populations with and without risk for infection in s o paulo state,2004 Jan,2004
14688652,perceptions of nurses with regard to doctor patient communication,2003 Dec 11-2004 Jan 7,2004
14688572,ten year old boy with a pulmonary nodule secondary to cryptococcus neoformans case report and review of the literature,2003 Dec,2003
14688565,childhood malaria in a region of unstable transmission and high human immunodeficiency virus prevalence,2003 Dec,2003
