UID,Title,PublicationDate,PublicationYear
16385629,hiv 1 down regulates the expression of cd1d via nef,2006 Feb,2006
16385396,nucleotide and amino acid mutations in human immunodeficiency virus corresponding to cd4 decline,2006 Jun,2006
16385391,pathways to sexual risk reduction gender differences and strategies for intervention,2006 Jan,2006
16385223,lactobacillus vaginal microbiota of women attending a reproductive health care service in benin city nigeria,2006 Jan,2006
16385222,hiv risk behaviors and the context of sexual coercion in young adults sexual interactions results from a diary study in rural south africa,2006 Jan,2006
16385216,understanding recent increases in the incidence of sexually transmitted infections in men having sex with men changes in risk behavior from risk avoidance to risk reduction,2006 Jan,2006
16383350,new approaches to vaccine adjuvants inhibiting the inhibitor,2006 Jan,2006
16383197,kaposi s sarcoma a series of 65 cases,2005 Sep,2005
16382887,messenger rna electroporation an efficient tool in immunotherapy and stem cell research,2005,2005
16382832,microbial rosetta stone database a common structure for microbial biosecurity threat agents,2005 Nov,2005
16382420,estimating probit models with self selected treatments,2006 Feb 15,2006
16381654,hiv hbv coinfection,2005 Dec,2005
16381609,changes in microrna expression profiles in hiv 1 transfected human cells,2005 Dec 28,2005
16381600,mapping of the active site of proteases in the 1960s and rational design of inhibitors drugs in the 1990s,2005 Dec,2005
16381502,teaching and including hiv aids in the curricula of a medical school sample in mexico,2005 Nov-Dec,2005
16381246,treatment of chronic hepatitis c in patients with hiv infection,2005,2005
16381238,hepatitis c who should be treated,2005,2005
16381233,factors influencing clinical course of viral hepatitis,2005,2005
16381080,constructing binomial confidence intervals with near nominal coverage by adding a single imaginary failure or success,2006 Nov 15,2006
16380891,optimization of cup positioning in tha comparison between conventional mechanical instrumentation and computer assisted implanted cups by using the orthopilot navigation system,2005 Nov-Dec,2005
16380743,surgical lymph node biopsies in university of ilorin teaching hospital ilorin nigeria,2005 Dec,2005
16380736,sexual behaviour perception of hiv aids and condom use among commercial motorcylists in benin city,2005 Dec,2005
16380364,consistency of condom use among low income hormonal contraceptive users,2005 Dec,2005
16380362,social cognitive predictors of consistent condom use among young people in moscow,2005 Dec,2005
16379612,analysis of hiv type 1 subtype c full length gag gene sequences from india novel observations and plausible implications,2005 Dec,2005
16379611,no evidence for rapid subtype c spread within an epidemic in which multiple subtypes and intersubtype recombinants circulate,2005 Dec,2005
16379610,conservative domain shared by hiv gp120 and eiav gp90 implications for hiv vaccine design,2005 Dec,2005
16379609,characterization of five nearly full length genomes of early hiv type 1 strains in ruili city implications for the genesis of crf07 bc and crf08 bc circulating in china,2005 Dec,2005
16379607,evaluations of hiv type 1 rev gene diversity and functional domains following perinatal transmission,2005 Dec,2005
16379606,characterization of nevirapine nvp resistance mutations and hiv type 1 subtype in women from abidjan c te d ivoire after nvp single dose prophylaxis of hiv type 1 mother to child transmission,2005 Dec,2005
16379605,covariability of selected amino acid positions for hiv type 1 subtypes c and b,2005 Dec,2005
16379604,detection of hcv rna in saliva of hiv hcv coinfected patients,2005 Dec,2005
16379603,coreceptor usage of primary hiv type 1 isolates obtained from different lymph node subsets,2005 Dec,2005
16379602,short communication influence of active tuberculosis on chemokine and chemokine receptor expression in hiv infected persons,2005 Dec,2005
16379601,short communication no detrimental immunological effects of mycophenolate mofetil and haart in treatment naive acute and chronic hiv 1 infected patients,2005 Dec,2005
16379600,synchronous kinetics of cd4 lymphocytes and viral load before the onset of oral candidosis and hairy leukoplakia in a cohort of mexican hiv infected patients,2005 Dec,2005
16379535,gene proximity analysis across whole genomes via pq trees,2005 Dec,2005
16379222,case control investigation of hepatitis c risk factors in hawaii,2005 Nov,2005
16379007,longitudinal analysis of human immunodeficiency virus type 1 nef long terminal repeat sequences in a cohort of long term survivors infected from a single source,2006 Jan,2006
16379001,consistent patterns of change during the divergence of human immunodeficiency virus type 1 envelope from that of the inoculated virus in simian human immunodeficiency virus infected macaques,2006 Jan,2006
16378987,r5 variants of human immunodeficiency virus type 1 preferentially infect cd62l cd4 t cells and are potentially resistant to nucleoside reverse transcriptase inhibitors,2006 Jan,2006
16378985,neutralization escape variants of human immunodeficiency virus type 1 are transmitted from mother to infant,2006 Jan,2006
16378982,na ve and memory cell turnover as drivers of ccr5 to cxcr4 tropism switch in human immunodeficiency virus type 1 implications for therapy,2006 Jan,2006
16378977,human immunodeficiency virus type 1 coreceptor switching v1 v2 gain of fitness mutations compensate for v3 loss of fitness mutations,2006 Jan,2006
16378966,perturbations of cell cycle control in t cells contribute to the different outcomes of simian immunodeficiency virus infection in rhesus macaques and sooty mangabeys,2006 Jan,2006
16378924,oculo auriculo vertebral spectrum oavs clinical evaluation and severity scoring of 53 patients and proposal for a new classification,2005 Oct-Dec,2005
16378633,neutralization and infectivity characteristics of envelope glycoproteins from human immunodeficiency virus type 1 infected donors whose sera exhibit broadly cross reactive neutralizing activity,2006 Mar 30,2006
16378168,hiv hbv and hcv infections among drug involved inner city street sex workers in miami florida,2006 Mar,2006
16378055,up to date epidemiological data and better treatment for kaposi s sarcoma,2005 Dec 27,2005
16377859,hiv transmission webs hiv infection trends in japan in 1989 2004,2005 Dec,2005
16377851,antiretroviral drug resistance and resistance testing,2005 Dec-2006 Jan,2006
16377540,clinical uses of plasma and plasma fractions plasma derived products for hemophilias a and b and for von willebrand disease,2006,2006
16377532,barriers to participation in hiv drug trials a systematic review,2006 Jan,2006
16377524,mycobacterium associated immune reconstitution disease macrophages running wild,2006 Jan,2006
16377451,outpatient substance abuse treatment and hiv prevention an update,2006 Jan,2006
16377389,absence of hiv associated nephropathy in ethiopians,2006 Jan,2006
16376669,cytomegalovirus retinitis after intravitreous triamcinolone in an immunocompetent patient,2005 Dec,2005
16376528,kinetics and tissue distribution of protein transduction in mice,2006 Mar,2006
16376485,p16 ink4a expression as a potential prognostic marker in cervical pre neoplastic and neoplastic lesions,2006,2006
16376154,iris and sle,2006 Feb-Mar,2006
16375981,fenretinide inhibits hiv infection by promoting viral endocytosis,2006 Feb,2006
16375980,sensitive in house rt pcr genotyping system for combined detection of plasma hiv 1 and assessment of drug resistance,2006 May,2006
16375941,maturation of the viral core enhances the fusion of hiv 1 particles with primary human t cells and monocyte derived macrophages,2006 Mar 15,2006
16375771,hiv prevalence among aboriginal british columbians,2005 Dec 24,2005
16375618,sexually transmitted infections among female sex workers in yunnan china,2005 Dec,2005
16375617,sexually transmitted disease hiv and heterosexual risk among miners in townships of yunnan province china,2005 Dec,2005
16375615,pillboxes and antiretroviral adherence prevalence of use perceived benefits and implications for electronic medication monitoring devices,2005 Dec,2005
16375614,methods of hiv disclosure by men who have sex with men to casual sexual partners,2005 Dec,2005
16375611,importance of potency and durability in hiv patient antiretroviral therapy preferences a telephone survey,2005 Dec,2005
