UID,Title,PublicationDate,PublicationYear
36585673,antenatal and delivery practices and neonatal mortality amongst women with institutional and non institutional deliveries in rural zimbabwe observational data from a cluster randomized trial,2022 Dec 30,2022
36585655,association of phenotypic aging marker with comorbidities frailty and inflammatory markers in people living with hiv,2022 Dec 31,2022
36585642,prep risk perception and adherence among men who have sex with men a prospective cohort study based on growth mixture model,2022 Dec 30,2022
36585510,exploration of shared decision making in oncology within the united states a scoping review,2022 Dec 31,2022
36585488,antiviral therapy use and related outcomes in patients with cancer and viral infections results from swog s1204,2022 Dec 31,2022
36585401,vaccination with an hiv t cell immunogen induces alterations in the mouse gut microbiota,2022 Dec 30,2022
36585218,prevalence of compliance with pimdinac criteria among elderly people living with hiv and in non infected outpatients with other chronic diseases,2024 Jun 21,2024
36585139,mitigating infectious morbidity and growth deficits in hiv exposed uninfected infants with human milk oligosaccharide migh t mo a randomised trial protocol,2022 Dec 30,2022
36584655,accelerated brain aging with opioid misuse and hiv new insights on the role of glially derived pro inflammation mediators and neuronal chloride homeostasis,2023 Feb,2023
36584296,chaperone protein p32 stabilizes hiv 1 tat and strengthens the p tefb rnapii tar complex promoting hiv transcription elongation,2023 Jan 3,2023
36584286,identification and quantitative analysis of bioactive components from potentilla kleiniana wight et arn with anti hiv 1 proteases activity,2023 Nov-Dec,2023
36584222,evaluation of the pediatric antiretroviral therapy service in gondar city public health facilities a case study design with mixed methods,2022,2022
36584183,cardiac strain is lower among women with hiv in relation to monocyte activation,2022,2022
36584153,uptake of appointment spacing model of care and associated factors among stable adult hiv clients on antiretroviral treatment northwest ethiopia,2022,2022
36584118,you have to make it cool how heterosexual black men in toronto canada conceptualize policy and programs to address hiv and promote health,2022,2022
36584083,high baseline body mass index predicts recovery of cd4 t lymphocytes for hiv aids patients receiving long term antiviral therapy,2022,2022
36584042,prevalence and factors associated with hepatitis b and c virus infections among female sex workers in ethiopia results of the national biobehavioral survey 2020,2022,2022
36584037,high proportion of rr tb and mutations conferring rr outside of the rrdr of the rpob gene detected in genexpert mtb rif assay positive pulmonary tuberculosis cases in addis ababa ethiopia,2022,2022
36584024,clinical characteristics associated with mortality of covid 19 patients admitted to an intensive care unit of a tertiary hospital in south africa,2022,2022
36583949,bidirectional screening for tuberculosis diabetes mellitus and other comorbid conditions in a resource constrained setting a pilot study in lagos nigeria,2022 Dec 29,2022
36583675,concurrent syphilis gonorrhea and monkeypox a case report,2023 Mar 1,2023
36583262,in vitro and in vivo effect of novel ga csnps loaded col fibrin nanocomposite scaffold on diabetic wound healing,2023 May,2023
36583184,performance of the south african triage score among hiv positive individuals presenting to an emergency department,2022 Dec,2022
36583026,secondary metabolites produced by endophytic fungi alternaria alternata as potential inhibitors of the human immunodeficiency virus,2022,2022
36582874,rare case of silicosis with hepatitis b infection,2022 Dec,2022
36582675,treatment and comorbidity burden among people living with hiv a review of systematic literature reviews,2023,2023
36582667,cardiometabolic syndrome in hiv positive and hiv negative patients at zewditu memorial hospital addis ababa ethiopia a comparative cohort study,2023 Mar,2023
36582528,viral delivery of a peptide based immunomodulator enhances t cell priming during vaccination,2022,2022
36582496,more than a health fair preventive health care during covid 19 vaccine events,2022 Nov,2022
36582473,substantial uneven proliferation of cd4 t cells during recovery from acute hiv infection is sufficient to explain the observed expanded clones in the hiv reservoir,2022 Dec,2022
36582472,intact provirus and integration sites analysis in acute hiv 1 infection and changes after one year of early antiviral therapy,2022 Dec,2022
36582452,hiv 1c in house rna based genotyping assay for detection of drug resistance mutations in samples with low level viral loads,2022,2022
36582240,application of b cell immortalization for the isolation of antibodies and b cell clones from vaccine and infection settings,2022,2022
36582010,incidence of abnormal anal cytology in hiv infected and hiv uninfected men who have sex with men,2023 Apr,2023
36581907,building communities of practice through case based e learning to prevent and manage tb among people living with hiv india,2022 Dec 29,2022
36581849,feasibility and acceptability of a task shifted intervention for perinatal depression among women living with hiv in malawi a qualitative analysis,2022 Dec 29,2022
36581708,undernutrition increased the risk of loss to follow up among adults living with hiv on art in northwest ethiopia a retrospective cohort study,2022 Dec 29,2022
36581660,adverse birth outcome and associated factors among mothers with hiv who gave birth in northwest amhara region referral hospitals northwest ethiopia 2020,2022 Dec 29,2022
36581443,integrating pre exposure prophylaxis of hiv infection into family planning services a scoping review,2023 Jul,2023
36581142,case of monkeypox coinfection with syphilis in an ecuadorian hiv positive young male,2023 Mar-Apr,2023
36580913,alarming antibody evasion properties of rising sars cov 2 bq and xbb subvariants,2023 Jan 19,2023
36580864,sensitivity to a cd4 mimic of a consensus clone of monkey adapted ccr5 tropic shiv mk38c,2023 Jan,2023
36580731,discovery of novel 5 methoxybenzothiophene hydrazides as metabolically stable clk1 inhibitors with high potency and unprecedented clk1 isoenzyme selectivity,2023 Feb 5,2023
36580611,less hepatic decompensation events but rising liver cancer in hepatitis b patients on long term nucleos t ide therapy,2022,2022
