UID,Title,PublicationDate,PublicationYear
18163214,tripling of methamphetamine amphetamine use among homeless and marginally housed persons 1996 2003,2008 Mar,2008
18163147,three year review of mortality patterns in the medical wards of aminu kano teaching hospital kano nigeria,2007 Dec,2007
18163053,treatment of amebiasis surgical complications at hiv patients,2007,2007
18163002,tuberculosis,2007 Nov,2007
18162933,early diagnosis of human immunodeficiency virus in infants using polymerase chain reaction on dried blood spots in botswana s national program for prevention of mother to child transmission,2008 Jan,2008
18162932,effects of the change from stavudine to tenofovir in human immunodeficiency virus infected children treated with highly active antiretroviral therapy studies on mitochondrial toxicity and thymic function,2008 Jan,2008
18162736,time trends in health care needs of non eu citizens from developing countries admitted to a general hospital in northern italy,2007 Dec,2007
18162706,herpes simplex virus type 2 seroprevalence in korea rapid increase of hsv 2 seroprevalence in the 30s in the southern part,2007 Dec,2007
18162273,accounting for institutional change in health economic evaluation a program to tackle hiv aids and gender violence in southern africa,2008 Feb,2008
18162272,social impact of preventive hiv vaccine clinical trial participation a model of prevention assessment and intervention,2008 Feb,2008
18162176,ixodes scapularis salivary protein salp15 prevents the association of hiv 1 gp120 and cd4,2008 Feb 29,2008
18161776,spontaneous clearance of hepatitis c virus after liver transplantation in two patients coinfected with hepatitis c virus and human immunodeficiency virus,2008 Jan,2008
18161758,immune activation and inflammation in hiv 1 infection causes and consequences,2008 Jan,2008
18161639,societal perception and support for methadone maintenance treatment in a chinese province with high hiv prevalence,2008,2008
18161542,practical bayesian design and analysis for drug and device clinical trials,2008,2008
18161020,multiple sexual partnerships in a sample of african american crack smokers,2010 Feb,2010
18161019,new populations at high risk of hiv stis in low income urban coastal peru,2008 Jul,2008
18160989,impact of placental plasmodium falciparum malaria on pregnancy and perinatal outcome in sub saharan africa i introduction to placental malaria,2007 Jun,2007
18160848,suppression of hiv 1 tat induced monocyte adhesiveness by a cell permeable superoxide dismutase in astrocytes,2007 Dec 31,2007
18160750,sputum conversion at the end of intensive phase of category 1 regimen in the treatment of pulmonary tuberculosis patients with diabetes mellitus or hiv infection an analysis of risk factors,2007 Nov,2007
18160684,one step forward two steps back will there ever be an aids vaccine,2007 Dec 27,2007
18160564,thrombophilia in human immunodeficiency virus infected patients with osteonecrosis is there a real connection the first case control study,2009 May-Jun,2009
18160439,high level of pd 1 expression on hepatitis c virus hcv specific cd8 and cd4 t cells during acute hcv infection irrespective of clinical outcome,2008 Mar,2008
18160375,use of epidemiologic and other data in selecting behavioral hiv prevention interventions for african american women,2007,2007
18160373,role of spirituality in sustaining the psychological well being of hiv positive black women,2007,2007
18160372,hiv discrimination and the health of women living with hiv,2007,2007
18160370,demographic correlates of hiv testing high risk behaviors and condom std consultation among a multi ethnic sample of women,2007,2007
18160369,correlates of consistent condom use among hiv positive african american women,2007,2007
18160368,aids cases among women who reported sex with a bisexual man 2000 2004 united states,2007,2007
18160291,sporadic inclusion body myositis a continuing puzzle,2008 Jan,2008
18160276,hiv 1 protease folding and the design of drugs which do not create resistance,2008 Feb,2008
18160258,growth and metabolism of infants born to women infected with human immunodeficiency virus and fed acidified whey adapted starter formulas,2008 Mar,2008
18160231,sexual abuse epidemiological clinical aspects and management at gynaecological and obstetrical department of dakar university hospital,2008 Jun,2008
18160188,evaluation of the friend virus model for the development of improved adenovirus vectored anti retroviral vaccination strategies,2008 Jan 30,2008
18160020,new insights into the origin of the hiv type 1 subtype a epidemic in former soviet union s countries derived from sequence analyses of preepidemically transmitted viruses,2007 Dec,2007
18160018,characterization of hiv type 1 reverse transcriptase mutations in infants infected by mothers who received peripartum nevirapine prophylaxis in jos nigeria,2007 Dec,2007
18160016,complete genome sequencing of a non syncytium inducing hiv type 1 subtype d strain from cape town south africa,2007 Dec,2007
18160015,hiv type 1 subtype a epidemic in injecting drug user idu communities in iran,2007 Dec,2007
18160014,reverse transcriptase mutations in cambodian crf01 ae isolates after antiretroviral prophylaxis against hiv type 1 perinatal transmission,2007 Dec,2007
18160013,immunogenicity in macaques of the clinical product for a clade b dna mva hiv vaccine elicitation of ifn gamma il 2 and tnf alpha coproducing cd4 and cd8 t cells,2007 Dec,2007
18160012,characterization of gp120 hydrolysis by iga antibodies from humans without hiv infection,2007 Dec,2007
18160010,hiv proteins regulate bone marker secretion and transcription factor activity in cultured human osteoblasts with consequent potential implications for osteoblast function and development,2007 Dec,2007
18160009,persistence of genotypic resistance to nelfinavir among women exposed to prophylactic antiretroviral therapy during pregnancy,2007 Dec,2007
18160006,evaluation and implementation of rapid hiv tests the experience in 11 african countries,2007 Dec,2007
18160005,hiv type 1 genetic variability in central brazil,2007 Dec,2007
18160004,comparison of methods to detect recent hiv type 1 infection in cross sectionally collected specimens from a cohort of female sex workers in the dominican republic,2007 Dec,2007
18160003,variation of cd4 count and percentage during pregnancy and after delivery implications for haart initiation in resource limited settings,2007 Dec,2007
