UID,Title,PublicationDate,PublicationYear
19115306,chemoselective capture of glycans for analysis on gold nanoparticles carbohydrate oxime tautomers provide functional recognition by proteins,2009,2009
19115219,viral dynamics of hepatitis b virus dna in human immunodeficiency virus 1 hepatitis b virus coinfected individuals similar effectiveness of lamivudine tenofovir or combination therapy,2009 Apr,2009
19115133,dual lentivirus infection potentiates neuroinflammation and neurodegeneration viral copassage enhances neurovirulence,2009 Apr,2009
19114877,atherothrombosis and the management of the vulnerable vascular patient,2009 Jan-Feb,2009
19114868,levels of innate immune factors in genital fluids association of alpha defensins and ll 37 with genital infections and increased hiv acquisition,2009 Jan 28,2009
19114867,hiv 1 infection of human penile explant tissue and protection by candidate microbicides,2009 Jan 28,2009
19114865,costs and effectiveness of four hiv counseling and testing strategies in uganda,2009 Jan 28,2009
19114864,epidemiology of nonkeratinocytic skin cancers among persons with aids in the united states,2009 Jan 28,2009
19114859,risk factors for hiv incidence in women participating in an hsv suppressive treatment trial in tanzania,2009 Jan 28,2009
19114858,hiv prevalence and risk behaviour among men who have sex with men in vientiane capital lao people s democratic republic 2007,2009 Jan 28,2009
19114856,delayed loss of control of plasma lipopolysaccharide levels after therapy interruption in chronically hiv 1 infected patients,2009 Jan 28,2009
19114855,efficacy and tolerability of initial antiretroviral therapy a systematic review,2009 Jan 28,2009
19114688,highly active antiretroviral therapy and the incidence of non aids defining cancers in people with hiv infection,2009 Feb 20,2009
19114673,antiretroviral concentrations in breast feeding infants of mothers receiving highly active antiretroviral therapy,2009 Mar,2009
19114397,regional clustering of anthropometric dimensions of primary school children in rural and suburban vietnam,2008,2008
19114380,difference in condom use among sexually active males at historically black colleges and universities,2009 Jan-Feb,2009
19114320,venous malformations of the limbs the birmingham experience comparisons and classification in children,2010 Mar,2010
19114009,microrna profile changes in human immunodeficiency virus type 1 hiv 1 seropositive individuals,2008 Dec 29,2008
19113986,detection of hiv type 1 load by the roche cobas taqman assay in patients with viral loads previously undetectable by the roche cobas amplicor monitor,2009 Jan 15,2009
19113978,development of a panel of well characterized human immunodeficiency virus type 1 isolates from newly diagnosed patients including acute and recent infections,2009 Jan,2009
19113949,benefits risk and uncertainty preferences of antiretroviral na ve african americans for hiv treatments,2009 Jan,2009
19113040,gay community to test hiv prevention pill,2008 Sep,2008
19112805,porcine filler for facial lipoatrophy associated with human immunodeficiency virus treatment,2008 Sep,2008
19112690,economic analysis of hiv prevention interventions in andhra pradesh state of india to inform resource allocation,2009 Jan 14,2009
19112504,hiv 1 infection of bone marrow hematopoietic progenitor cells and their role in trafficking and viral dissemination,2008 Dec,2008
19111872,proceedings of a joint meeting between the norwegian society of infectious diseases and the royal society of tropical medicine and hygiene oslo 20 june 2008,2009 Apr,2009
19111788,social behavioral and health care factors associated with recent hiv testing among sexually active non hispanic black women in the united states,2009 Jan-Feb,2009
19111783,facility based maternal death review in three districts in the central region of malawi an analysis of causes and characteristics of maternal deaths,2009 Jan-Feb,2009
19111144,drug resistant herpes simplex virus in hiv infected patients,2008,2008
19110919,comorbidities and challenges affecting african americans with hiv infection,2008 Dec,2008
19110913,immunity to measles in pregnant mothers and in cord blood of their infants impact of hiv status and mother s place of birth,2008 Dec,2008
19110909,sociodemographic factors predict early discontinuation of hiv non nucleoside reverse transcriptase inhibitors and protease inhibitors,2008 Dec,2008
19110908,disparities in the patterns and determinants of hiv risk behaviors among adolescents entering substance abuse treatment programs,2008 Dec,2008
19110687,time to step up hiv testing in women,2008 Dec,2008
19110685,working with homeless shelters to expand reach model works in other settings as well,2008 Dec,2008
19110637,canine models of gene modified hematopoiesis,2009,2009
19110631,detection of replication competent retrovirus and lentivirus,2009,2009
19110626,in situ in vivo gene transfer into murine bone marrow stem cells,2009,2009
19110625,lentiviral vector mediated genetic programming of mouse and human dendritic cells,2009,2009
19110623,dna transposons for modification of human primary t lymphocytes,2009,2009
19110622,lentiviral vector gene transfer into human t cells,2009,2009
19110619,short term culture of human cd34 cells for lentiviral gene transfer,2009,2009
19110315,prevalence of c terminal gag cleavage site mutations in hiv from therapy na ve patients,2009 Jan,2009
