UID,Title,PublicationDate,PublicationYear
36340056,toxoplasmosis cryptosporidiosis and isosporiasis in hiv negative immunocompromised patients a single centre study ottawa ontario canada,2020 Dec,2020
33378823,survival status and influencing factors of hiv aids cases in liuzhou 2008 2018,2020 Dec 10,2020
33378626,factors associated with recent hiv testing uptake and hiv positive serostatus among female sex workers in addis ababa ethiopia,2022 Mar,2022
33378545,epidemiology of sexually transmitted infections among female sex workers in switzerland a local exploratory cross sectional study,2020 Dec 14,2020
33378424,blunted muscle mitochondrial responses to exercise training in older adults with hiv,2021 Aug 16,2021
33378422,spatial approach for ending the human immunodeficiency virus epidemic for the united states a dc model,2021 Sep 7,2021
33378367,time to recovery and its predictors among adults hospitalized with covid 19 a prospective cohort study in ethiopia,2020,2020
33378349,factors influencing implementation of an insulin patient decision aid at public health clinics in malaysia a qualitative study,2020,2020
33378082,hazardous alcohol use impulsivity and hiv risk behavior among hiv positive russian patients with a history of injection drug use,2021 Mar,2021
33377882,dominance of crf01 ae and the emergence of drug resistance mutations among antiretroviral therapy experienced hiv 1 infected individuals in medan indonesia,2020 Oct,2020
33377822,implications of viral transmitted founder t f dynamics on vaccine development,2021 Jul 3,2021
33377613,evaluate the effectiveness of breast cancer decision aids a systematic review and meta analysis of randomize clinical trails,2021 Sep,2021
33377555,promoting safer sex in the context of heterosexual anal intercourse a scoping review,2021 Aug,2021
33377320,clinical characteristics and causative pathogens of infective arthritis and risk factors for gram negative bacterial infections,2020 Dec,2020
33377314,hiv medicine for dermatologists and venereologists,2021 Jan,2021
33377250,modelling the effect of market forces on the impact of introducing human immunodeficiency virus pre exposure prophylaxis among female sex workers,2021 Mar,2021
33377103,protocol for displaying viral envelope glycoproteins on the surface of vesicular stomatitis viruses,2020 Dec 18,2020
33377065,protocol for monitoring dna triggered cgas sting signaling in mammalian cells and mice,2020 Dec 18,2020
33377048,phenotypic characterization of sle x and cla cd4 t cells,2020 Dec 18,2020
33377027,protocol for studying hiv 1 envelope glycoprotein function,2020 Dec 18,2020
33376735,assessment of prevalence of malnutrition and its associated factors among aids patients from asella oromia ethiopia,2020,2020
33376634,innovative physical therapy intervention for chronic pain management and opioid reduction among people living with hiv,2020,2020
33376606,cross sectional study on the affordable care act from the perspective of people living with hiv the interplay between knowledge stigma trust and attitudes,2020,2020
33376182,indigenous communities responses to the covid 19 pandemic and consequences for maternal and neonatal health in remote peruvian amazon a qualitative study based on routine programme supervision,2020 Dec 29,2020
33376172,uptake of provider initiated hiv and syphilis testing among heterosexual std clinic patients in guangdong china results from a cross sectional study,2020 Dec 29,2020
33376164,poor treatment outcomes of children on highly active antiretroviral therapy protocol for a systematic review and meta analysis,2020 Dec 29,2020
33376082,food banks and infant formula formula is critical for mothers with hiv,2020 Dec 29,2020
33376033,blood urea nitrogen to serum albumin ratio and a drop are useful in assessing the severity of pneumocystis pneumonia in patients without human immunodeficiency virus infection,2021 May,2021
33375768,prevalence of prescription of the top 10 drug classes to avoid in elderly people living with hiv in a real practice cohort,2021 Feb,2021
33375604,editing of the trim5 gene decreases the permissiveness of human t lymphocytic cells to hiv 1,2020 Dec 25,2020
33375547,validation of a uhplc ms ms method to quantify twelve antiretroviral drugs within peripheral blood mononuclear cells from people living with hiv,2020 Dec 25,2020
33375194,infections and immunotherapy in lung cancer a bad relationship,2020 Dec 22,2020
33375140,review on the current knowledge on zikv infection and the interest of organoids and nanotechnology on development of effective therapies against zika infection,2020 Dec 22,2020
33374820,geospatial and temporal associations between increases in opioid deaths socioeconomics and rates of sexually transmitted infections in the northeast united states 2012 2017,2020 Dec 23,2020
33374768,frequency of occupational bloodborne infections and sharps injuries among polish paramedics from selected ambulance stations,2020 Dec 23,2020
33374603,extended interactions between hiv 1 viral rna and trna lys3 are important to maintain viral rna integrity,2020 Dec 23,2020
33374315,bringing data analytics to the design of optimized diagnostic networks in low and middle income countries process terms and definitions,2020 Dec 24,2020
33374006,decreased plasma rifapentine concentrations associated with aadac single nucleotide polymorphism in adults with tuberculosis,2021 Feb 11,2021
33373997,addressing the drug resistant tuberculosis challenge through implementing a mixed model of care in uganda,2020,2020
33373718,conus venom fractions inhibit the adhesion of plasmodium falciparum erythrocyte membrane protein 1 domains to the host vascular receptors,2021 Mar 15,2021
33373447,plasma inflammatory biomarkers predict cd4 t cell recovery and viral rebound in hiv 1 infected africans on suppressive antiretroviral therapy,2021 Aug 16,2021
33373444,genomics links inflammation with neurocognitive impairment in children living with human immunodeficiency virus type 1,2021 Sep 1,2021
33373429,immunogenicity and safety of the 9 valent human papillomavirus vaccine in solid organ transplant recipients and adults infected with human immunodeficiency virus hiv,2021 Aug 2,2021
33373385,annual and durable hiv retention in care and viral suppression among patients of peter ho clinic 2013 2017,2020,2020
33373194,uncovering flexible active site conformations of sars cov 2 3cl proteases through protease pharmacophore clusters and covid 19 drug repurposing,2021 Jan 26,2021
33372989,safety and effectiveness of an all oral bedaquiline based shorter treatment regimen for rifampicin resistant tuberculosis in high human immunodeficiency virus hiv burden rural south africa a retrospective cohort analysis,2021 Nov 2,2021
33372845,experienced homophobia and hiv infection risk among u s gay bisexual and other men who have sex with men a meta analysis,2021 Jan,2021
33372823,low level viremia predicts virological failure in hiv infected omani patients receiving antiretroviral therapy,2020 Jan-Dec,2020
33372730,approaches to transitioning women into and out of prevention of mother to child transmission of hiv services for continued art a systematic review,2021 Jan,2021
33372148,evolution toward beta common chain receptor usage links the matrix proteins of hiv 1 and its ancestors to human erythropoietin,2021 Jan 12,2021
33371926,effects of decision aids for depression treatment in adults systematic review,2022 Feb,2022
33371848,drug discovery of small molecules for the treatment of covid 19 a review on clinical studies,2021,2021
33371824,tanzanian women s knowledge about cervical cancer and hpv and their prevalence of positive via cervical screening results data from a prevention and awareness campaign in northern tanzania 2017 2019,2021 Jan 1,2021
33371264,molecular epidemiology of hiv 1 in african countries a comprehensive overview,2020 Dec 21,2020
33371189,primary hiv 1 and infectious molecular clones are differentially susceptible to broadly neutralizing antibodies,2020 Dec 21,2020
33371109,evaluation of a web based intervention in patients with chronic human immunodeficiency virus infection protocol for a randomized controlled trial,2020 Dec 18,2020
33371015,screening test accuracy to improve detection of precancerous lesions of the cervix in women living with hiv a study protocol,2020 Dec 18,2020
33370929,rectal cancer mimic a rare case of syphilitic proctitis,2020 Dec 18,2020
33370447,tool for assessing the comprehensiveness of outcome reporting within clinical trials in pregnancy,2021 Jun,2021
33370400,t cell responses to sequentially emerging viral escape mutants shape long term hiv 1 population dynamics,2020 Dec,2020
