UID,Title,PublicationDate,PublicationYear
12505781,simultaneous determination of nine antiretroviral compounds in human plasma using liquid chromatography,2003 Feb 5,2003
12505642,detection and quantitation of kaposi s sarcoma associated herpesvirus kshv by a single competitive quantitative polymerase chain reaction,2003 Feb,2003
12505194,intracellular antigen that reacts with mo2 a monoclonal antibody to cd14 is expressed by human lymphocytes,2003 Jan 2,2003
12505029,travel and the spread of hiv 1 genetic variants,2003 Jan,2003
12505011,tackling aids and sufferings in africa,2003 Jan,2003
12504693,cytomegalovirus resistance to ganciclovir and clinical outcomes of patients with cytomegalovirus retinitis,2003 Jan,2003
12504572,sequential introduction of hiv 1 subtype b and crf01ae in singapore by sexual transmission accelerated v3 region evolution in a subpopulation of asian crf01 viruses,2002 Dec 20,2002
12504564,ethanol strongly potentiates apoptosis induced by hiv 1 proteins in primary human brain microvascular endothelial cells,2002 Dec 20,2002
12504551,ability of small animal cells to support the postintegration phase of human immunodeficiency virus type 1 replication,2003 Jan 5,2003
12504547,immunogenicity and ability of variable loop deleted human immunodeficiency virus type 1 envelope glycoproteins to elicit neutralizing antibodies,2003 Jan 5,2003
12504543,antibody fragments selected by phage display against the nuclear localization signal of the hiv 1 vpr protein inhibit nuclear import in permeabilized and intact cultured cells,2003 Jan 5,2003
12503956,growing evolving hiv aids pandemic is producing social and economic fallout,2003 Jan 1,2003
12503896,circumcision a consideration of some of the controversy,2002 Dec,2002
12503241,positive deviance approach challenges and opportunities for the future,2002 Dec,2002
12503046,detection of cryptosporidium parvum infection in childhood using various techniques,2002 Dec,2002
12502931,dissolution of the lymphoid follicle is a feature of the hhv8 variant of plasma cell castleman s disease,2003 Jan,2003
12502873,proline 78 is crucial for human immunodeficiency virus type 1 nef to down regulate class i human leukocyte antigen,2003 Jan,2003
12502869,two human immunodeficiency virus vaccinal lipopeptides follow different cross presentation pathways in human dendritic cells,2003 Jan,2003
12502865,amino acid substitutions at position 190 of human immunodeficiency virus type 1 reverse transcriptase increase susceptibility to delavirdine and impair virus replication,2003 Jan,2003
12502862,human immunodeficiency virus type 1 nucleocapsid zn 2 fingers are required for efficient reverse transcription initial integration processes and protection of newly synthesized viral dna,2003 Jan,2003
12502847,viability of a drug resistant human immunodeficiency virus type 1 protease variant structural insights for better antiviral therapy,2003 Jan,2003
12502842,truncated form of nef selected during pathogenic reversion of simian immunodeficiency virus sivmac239deltanef increases viral replication,2003 Jan,2003
12502833,control of viremia and prevention of simian human immunodeficiency virus induced disease in rhesus macaques immunized with recombinant vaccinia viruses plus inactivated simian immunodeficiency virus and human immunodeficiency virus type 1 particles,2003 Jan,2003
12502829,human immunodeficiency virus type 1 vif is efficiently packaged into virions during productive but not chronic infection,2003 Jan,2003
12502828,reversion of the m184v mutation in simian immunodeficiency virus reverse transcriptase is selected by tenofovir even in the presence of lamivudine,2003 Jan,2003
12502826,identification and characterization of avian retroviruses in chicken embryo derived yellow fever vaccines investigation of transmission to vaccine recipients,2003 Jan,2003
12502824,nonneutralizing antibodies to the cd4 binding site on the gp120 subunit of human immunodeficiency virus type 1 do not interfere with the activity of a neutralizing antibody against the same site,2003 Jan,2003
12502820,prevention of disease induced by a partially heterologous aids virus in rhesus monkeys by using an adjuvanted multicomponent protein vaccine,2003 Jan,2003
12502818,comparing the ex vivo fitness of ccr5 tropic human immunodeficiency virus type 1 isolates of subtypes b and c,2003 Jan,2003
12502817,actinomycin d induces high level resistance to thymidine analogs in replication of human immunodeficiency virus type 1 by interfering with host cell thymidine kinase expression,2003 Jan,2003
12502725,il 15 enhances the function and inhibits cd95 fas induced apoptosis of human cd4 and cd8 effector memory t cells,2003 Jan,2003
12502175,smoked a pharmacist monitored tobacco cessation program,2002 Dec,2002
12501952,do static or dynamic afos improve balance,2002 Dec,2002
12501926,priorities in tuberculosis research in india,2002 Nov,2002
12501924,aspiration cytology for diagnosis of tuberculosis perspectives in india,2002 Nov,2002
12501908,detection of jc virus infection in progressive multifocal leukoencephalopathy the first documented case in thailand,2002 Oct,2002
12501899,increasing trend of illicit drug abuse in thai parturient at siriraj hospital,2002 Oct,2002
12501790,clinical picture and treatment of tuberculosis in hiv infected patients,2002,2002
12501747,deadly passage to india,2002 Nov 25,2002
12501746,recommendations for the screening and prevention of tuberculosis in patients with hiv and the screening for hiv in tuberculosis patients and their contacts,2002 Dec 15,2002
12501678,immunomodulatory role of opioids in the central nervous system,1998 Apr,1998
12501557,hiv in jamaica are we being alarmist,2002 Sep,2002
12501539,primary malnutrition can we always tell,2002 Sep,2002
12501133,intracellular concentration of protease inhibitors in hiv 1 infected patients correlation with mdr 1 gene expression and low dose of ritonavir,2002 Nov-Dec,2002
12501132,impact of a selenium chemoprevention clinical trial on hospital admissions of hiv infected participants,2002 Nov-Dec,2002
12501131,placebo practice trials a tool to assess and improve adherence readiness,2002 Nov-Dec,2002
